Month,Bench,Elo 2200+,Elo 1800-2199,Elo 1400-1799
2024-08,44262943988,{-1: 4; -2: 20; -3: 20; -4: 17; 5: 2; -5: 21; 6: 10; -6: 19; 7: 25; -7: 26; 8: 50; -8: 39; 9: 128; -9: 50; 10: 212; -10: 39; 11: 400; -11: 63; 12: 670; -12: 64; 13: 1051; -13: 81; 14: 1485; -14: 65; 15: 2093; -15: 77; 16: 3851; -16: 71; 17: 6988; -17: 100; 18: 6207; -18: 61; 19: 6525; -19: 78; 20: 7283; -20: 69; 21: 7315; -21: 93; 22: 7670; -22: 59; 23: 7273; -23: 94; 24: 6922; -24: 62; 25: 6355; -25: 66; 26: 5475; -26: 43; 27: 4454; -27: 49; 28: 3826; -28: 32; 29: 2862; -29: 39; 30: 2391; -30: 27; 31: 1799; -31: 28; 32: 1397; -32: 16; 33: 971; -33: 15; 34: 719; -34: 7; 35: 513; -35: 9; 36: 409; -36: 10; 37: 301; -37: 9; 38: 204; -38: 4; 39: 160; -39: 2; 40: 104; -40: 1; 41: 72; -41: 1; 42: 47; -42: 3; 43: 53; -43: 1; 44: 26; 45: 10; 46: 16; -46: 1; 47: 9; 48: 2; 49: 4; 50: 1; 51: 1; 53: 1; 57: 1; -61: 1; 65: 1},{-1: 3; -2: 44; -3: 28; -4: 33; 5: 4; -5: 37; 6: 10; -6: 52; 7: 35; -7: 59; 8: 102; -8: 64; 9: 232; -9: 79; 10: 413; -10: 59; 11: 798; -11: 85; 12: 1298; -12: 95; 13: 1814; -13: 106; 14: 2743; -14: 112; 15: 3624; -15: 110; 16: 6527; -16: 101; 17: 11408; -17: 158; 18: 8794; -18: 91; 19: 8427; -19: 95; 20: 8644; -20: 94; 21: 7705; -21: 78; 22: 7333; -22: 69; 23: 6171; -23: 66; 24: 5661; -24: 46; 25: 4622; -25: 42; 26: 3372; -26: 34; 27: 2505; -27: 28; 28: 1876; -28: 19; 29: 1234; -29: 13; 30: 916; -30: 12; 31: 610; -31: 8; 32: 433; -32: 3; 33: 249; -33: 6; 34: 191; -34: 7; 35: 112; -35: 4; 36: 64; -36: 1; 37: 55; -37: 1; 38: 23; -38: 2; 39: 16; 40: 12; 41: 6; 42: 7; -42: 1; 43: 4; 44: 2; 46: 1; 48: 1; 55: 1},{-1: 4; -2: 58; -3: 51; -4: 54; 5: 6; -5: 64; 6: 30; -6: 95; 7: 87; -7: 99; 8: 212; -8: 114; 9: 447; -9: 123; 10: 924; -10: 123; 11: 1470; -11: 155; 12: 2338; -12: 162; 13: 3242; -13: 197; 14: 4429; -14: 186; 15: 5507; -15: 240; 16: 9122; -16: 198; 17: 14169; -17: 224; 18: 9935; -18: 172; 19: 8641; -19: 128; 20: 8062; -20: 132; 21: 6700; -21: 89; 22: 5934; -22: 73; 23: 4510; -23: 57; 24: 3606; -24: 47; 25: 2691; -25: 28; 26: 1771; -26: 25; 27: 1211; -27: 13; 28: 803; -28: 5; 29: 470; -29: 9; 30: 311; -30: 4; 31: 178; -31: 1; 32: 104; -32: 1; 33: 68; -33: 1; 34: 41; -34: 1; 35: 23; -35: 1; 36: 11; 37: 8; 38: 1; 40: 1; 42: 2; -60: 1}
2024-09,44262943988,{-1: 3; -2: 22; -3: 15; -4: 9; 5: 4; -5: 21; 6: 5; -6: 20; 7: 31; -7: 31; 8: 50; -8: 32; 9: 105; -9: 42; 10: 241; -10: 38; 11: 440; -11: 48; 12: 689; -12: 56; 13: 951; -13: 52; 14: 1548; -14: 56; 15: 2119; -15: 95; 16: 3837; -16: 73; 17: 7005; -17: 93; 18: 6119; -18: 67; 19: 6622; -19: 83; 20: 7208; -20: 76; 21: 7384; -21: 101; 22: 7676; -22: 56; 23: 7173; -23: 85; 24: 7029; -24: 52; 25: 6229; -25: 53; 26: 5325; -26: 49; 27: 4677; -27: 47; 28: 3846; -28: 25; 29: 3067; -29: 28; 30: 2331; -30: 23; 31: 1765; -31: 22; 32: 1347; -32: 8; 33: 971; -33: 13; 34: 729; -34: 8; 35: 553; -35: 10; 36: 414; -36: 8; 37: 250; -37: 5; 38: 228; -38: 4; 39: 165; -39: 4; 40: 93; -40: 2; 41: 61; 42: 47; -42: 1; 43: 35; 44: 33; -44: 1; 45: 20; 46: 9; -46: 1; 47: 8; 48: 6; 49: 3; 50: 1; -50: 1; 51: 1; 52: 2; 53: 4; 54: 1; -63: 1; 64: 1; -65: 1; 70: 1},{-1: 1; -2: 32; -3: 28; -4: 26; 5: 2; -5: 37; 6: 10; -6: 47; 7: 30; -7: 51; 8: 91; -8: 60; 9: 219; -9: 67; 10: 436; -10: 67; 11: 763; -11: 87; 12: 1167; -12: 90; 13: 1910; -13: 131; 14: 2694; -14: 110; 15: 3736; -15: 140; 16: 6598; -16: 130; 17: 11428; -17: 135; 18: 8897; -18: 109; 19: 8634; -19: 114; 20: 8418; -20: 83; 21: 7835; -21: 84; 22: 7401; -22: 73; 23: 6362; -23: 63; 24: 5350; -24: 53; 25: 4439; -25: 63; 26: 3331; -26: 25; 27: 2426; -27: 31; 28: 1840; -28: 17; 29: 1260; -29: 11; 30: 995; -30: 14; 31: 592; -31: 10; 32: 408; -32: 7; 33: 256; -33: 7; 34: 168; -34: 3; 35: 84; -35: 4; 36: 72; -36: 2; 37: 42; -37: 2; 38: 30; -38: 2; 39: 18; -39: 1; 40: 19; 41: 11; 42: 5; 43: 3; 44: 1; 45: 1; 46: 1},{-1: 2; -2: 53; -3: 63; -4: 33; 5: 4; -5: 60; 6: 39; -6: 100; 7: 84; -7: 109; 8: 251; -8: 73; 9: 476; -9: 132; 10: 965; -10: 119; 11: 1493; -11: 156; 12: 2338; -12: 178; 13: 3210; -13: 175; 14: 4420; -14: 186; 15: 5525; -15: 201; 16: 8950; -16: 210; 17: 14180; -17: 184; 18: 10244; -18: 117; 19: 8748; -19: 124; 20: 7907; -20: 120; 21: 6867; -21: 91; 22: 5713; -22: 58; 23: 4503; -23: 67; 24: 3554; -24: 38; 25: 2672; -25: 31; 26: 1819; -26: 25; 27: 1249; -27: 19; 28: 776; -28: 7; 29: 505; -29: 9; 30: 332; -30: 5; 31: 160; -31: 1; 32: 112; -32: 2; 33: 63; -33: 5; 34: 42; 35: 20; -35: 1; 36: 13; 37: 6; 38: 1; -39: 1; 40: 2; 41: 1; 43: 1}
2024-10,44262943988,{-1: 1; -2: 22; -3: 10; -4: 13; 5: 4; -5: 12; 6: 10; -6: 15; 7: 21; -7: 27; 8: 54; -8: 27; 9: 112; -9: 44; 10: 229; -10: 46; 11: 381; -11: 52; 12: 655; -12: 40; 13: 1006; -13: 64; 14: 1508; -14: 51; 15: 2117; -15: 82; 16: 3862; -16: 91; 17: 6943; -17: 84; 18: 6231; -18: 62; 19: 6582; -19: 79; 20: 7274; -20: 76; 21: 7491; -21: 89; 22: 7636; -22: 83; 23: 7225; -23: 74; 24: 7055; -24: 49; 25: 6317; -25: 64; 26: 5549; -26: 37; 27: 4571; -27: 51; 28: 3792; -28: 32; 29: 2901; -29: 26; 30: 2381; -30: 21; 31: 1721; -31: 25; 32: 1340; -32: 13; 33: 935; -33: 10; 34: 771; -34: 11; 35: 473; -35: 12; 36: 381; -36: 6; 37: 255; -37: 5; 38: 200; -38: 3; 39: 144; 40: 102; -40: 1; 41: 69; -41: 2; 42: 69; -42: 3; 43: 40; -43: 2; 44: 24; 45: 18; 46: 5; -46: 1; 47: 9; 48: 7; 49: 6; 51: 2; 52: 2; 53: 1; -54: 1},{-1: 10; -2: 25; -3: 26; -4: 30; 5: 4; -5: 34; 6: 7; -6: 45; 7: 35; -7: 58; 8: 105; -8: 62; 9: 194; -9: 74; 10: 404; -10: 84; 11: 819; -11: 84; 12: 1218; -12: 99; 13: 1903; -13: 103; 14: 2790; -14: 103; 15: 3662; -15: 146; 16: 6428; -16: 129; 17: 11325; -17: 140; 18: 8730; -18: 84; 19: 8537; -19: 112; 20: 8446; -20: 91; 21: 7976; -21: 92; 22: 7280; -22: 72; 23: 6401; -23: 83; 24: 5570; -24: 50; 25: 4557; -25: 45; 26: 3420; -26: 34; 27: 2515; -27: 23; 28: 1845; -28: 28; 29: 1259; -29: 20; 30: 912; -30: 10; 31: 564; -31: 10; 32: 363; -32: 2; 33: 250; -33: 5; 34: 178; -34: 4; 35: 121; -35: 1; 36: 57; 37: 34; -37: 1; 38: 26; 39: 16; 40: 7; 41: 4; 42: 4; -42: 3; 43: 4; 44: 1; 45: 3; 46: 1; 47: 3},{-1: 4; -2: 66; -3: 53; -4: 35; 5: 6; -5: 58; 6: 26; -6: 102; 7: 79; -7: 106; 8: 209; -8: 100; 9: 455; -9: 119; 10: 938; -10: 151; 11: 1456; -11: 173; 12: 2339; -12: 174; 13: 3232; -13: 205; 14: 4365; -14: 180; 15: 5498; -15: 270; 16: 9222; -16: 187; 17: 14221; -17: 191; 18: 10071; -18: 142; 19: 8618; -19: 131; 20: 8150; -20: 120; 21: 6708; -21: 104; 22: 5733; -22: 67; 23: 4452; -23: 47; 24: 3635; -24: 38; 25: 2614; -25: 33; 26: 1767; -26: 17; 27: 1183; -27: 21; 28: 824; -28: 9; 29: 477; -29: 8; 30: 360; -30: 4; 31: 171; -31: 5; 32: 117; -32: 2; 33: 62; -33: 3; 34: 35; 35: 26; -35: 1; 36: 8; -36: 1; 37: 6; 38: 4; 39: 1; 40: 3; 41: 2}
2024-11,46456113101,{-1: 5; -2: 24; -3: 14; -4: 19; 5: 5; -5: 20; 6: 13; -6: 29; 7: 18; -7: 32; 8: 54; -8: 27; 9: 109; -9: 45; 10: 228; -10: 39; 11: 414; -11: 63; 12: 645; -12: 54; 13: 1065; -13: 56; 14: 1428; -14: 61; 15: 2031; -15: 80; 16: 3212; -16: 67; 17: 5603; -17: 97; 18: 5143; -18: 63; 19: 5870; -19: 84; 20: 8522; -20: 70; 21: 9204; -21: 94; 22: 8063; -22: 49; 23: 7496; -23: 82; 24: 7072; -24: 50; 25: 6284; -25: 49; 26: 5494; -26: 48; 27: 4592; -27: 41; 28: 3704; -28: 32; 29: 2958; -29: 33; 30: 2383; -30: 21; 31: 1737; -31: 25; 32: 1377; -32: 10; 33: 1072; -33: 11; 34: 756; -34: 8; 35: 531; -35: 9; 36: 383; -36: 8; 37: 287; -37: 7; 38: 215; -38: 3; 39: 174; -39: 1; 40: 85; -40: 3; 41: 58; -41: 3; 42: 65; -42: 2; 43: 38; 44: 21; -44: 1; 45: 15; 46: 13; 47: 9; 48: 3; -48: 1; 49: 3; -49: 1; 50: 2; -50: 1; 52: 1; 55: 1; 59: 1; -61: 1},{-1: 4; -2: 37; -3: 29; -4: 27; 5: 1; -5: 33; 6: 12; -6: 45; 7: 31; -7: 51; 8: 93; -8: 51; 9: 198; -9: 61; 10: 423; -10: 72; 11: 714; -11: 72; 12: 1184; -12: 94; 13: 1819; -13: 97; 14: 2650; -14: 127; 15: 3564; -15: 113; 16: 5476; -16: 131; 17: 9363; -17: 148; 18: 7608; -18: 133; 19: 8087; -19: 121; 20: 10546; -20: 99; 21: 9956; -21: 97; 22: 7575; -22: 65; 23: 6509; -23: 77; 24: 5631; -24: 45; 25: 4697; -25: 43; 26: 3531; -26: 26; 27: 2494; -27: 33; 28: 1853; -28: 20; 29: 1274; -29: 18; 30: 947; -30: 6; 31: 591; -31: 9; 32: 442; -32: 4; 33: 240; -33: 6; 34: 181; 35: 112; -35: 1; 36: 72; -36: 1; 37: 36; 38: 35; -38: 1; 39: 20; 40: 17; 41: 6; 42: 6; 43: 1; 44: 4; 46: 1; 47: 3},{-1: 6; -2: 49; -3: 49; -4: 47; 5: 8; -5: 63; 6: 37; -6: 89; 7: 83; -7: 87; 8: 218; -8: 101; 9: 501; -9: 119; 10: 915; -10: 138; 11: 1491; -11: 147; 12: 2362; -12: 158; 13: 3189; -13: 190; 14: 4476; -14: 182; 15: 5482; -15: 233; 16: 7854; -16: 217; 17: 12108; -17: 165; 18: 8933; -18: 156; 19: 8494; -19: 160; 20: 9979; -20: 150; 21: 8656; -21: 112; 22: 6145; -22: 83; 23: 4633; -23: 62; 24: 3668; -24: 38; 25: 2667; -25: 33; 26: 1832; -26: 22; 27: 1260; -27: 15; 28: 836; -28: 16; 29: 541; -29: 8; 30: 322; -30: 2; 31: 179; -31: 3; 32: 108; 33: 59; 34: 25; -34: 1; 35: 16; -35: 1; 36: 8; 37: 5; 38: 5; 39: 2; 44: 1}
2024-12,46456113101,{-1: 11; -2: 22; -3: 20; -4: 14; 5: 3; -5: 23; 6: 9; -6: 27; 7: 24; -7: 31; 8: 54; -8: 25; 9: 127; -9: 42; 10: 228; -10: 34; 11: 410; -11: 66; 12: 716; -12: 60; 13: 1037; -13: 65; 14: 1505; -14: 56; 15: 2069; -15: 104; 16: 3241; -16: 56; 17: 5684; -17: 91; 18: 5192; -18: 80; 19: 5888; -19: 101; 20: 8400; -20: 75; 21: 9136; -21: 91; 22: 7884; -22: 65; 23: 7561; -23: 68; 24: 7127; -24: 45; 25: 6368; -25: 59; 26: 5446; -26: 22; 27: 4552; -27: 60; 28: 3849; -28: 26; 29: 2947; -29: 30; 30: 2358; -30: 13; 31: 1748; -31: 22; 32: 1331; -32: 14; 33: 991; -33: 8; 34: 718; -34: 8; 35: 517; -35: 7; 36: 362; -36: 4; 37: 281; -37: 3; 38: 190; -38: 3; 39: 129; -39: 1; 40: 113; -40: 2; 41: 92; -41: 1; 42: 50; -42: 2; 43: 37; 44: 16; -44: 2; 45: 15; 46: 12; 47: 7; 48: 5; -48: 2; 49: 2; 50: 3; 51: 2; 54: 1; 57: 1; 58: 1},{-1: 5; -2: 38; -3: 27; -4: 31; 5: 2; -5: 29; 6: 6; -6: 47; 7: 34; -7: 52; 8: 74; -8: 60; 9: 230; -9: 64; 10: 398; -10: 73; 11: 729; -11: 102; 12: 1272; -12: 100; 13: 1839; -13: 122; 14: 2604; -14: 77; 15: 3595; -15: 132; 16: 5367; -16: 124; 17: 9241; -17: 135; 18: 7579; -18: 115; 19: 8077; -19: 135; 20: 10343; -20: 120; 21: 10136; -21: 114; 22: 7850; -22: 83; 23: 6473; -23: 68; 24: 5691; -24: 38; 25: 4584; -25: 40; 26: 3436; -26: 20; 27: 2634; -27: 26; 28: 1897; -28: 13; 29: 1263; -29: 15; 30: 858; -30: 7; 31: 627; -31: 16; 32: 390; -32: 8; 33: 262; -33: 3; 34: 173; -34: 2; 35: 96; -35: 5; 36: 77; -36: 1; 37: 33; -37: 1; 38: 33; -38: 1; 39: 16; -39: 1; 40: 11; 41: 4; 42: 5; 43: 5; 44: 2; 45: 1; 46: 1; 47: 1; 49: 1},{-1: 8; -2: 75; -3: 48; -4: 48; 5: 3; -5: 69; 6: 18; -6: 95; 7: 77; -7: 92; 8: 249; -8: 92; 9: 490; -9: 109; 10: 901; -10: 157; 11: 1491; -11: 157; 12: 2332; -12: 176; 13: 3224; -13: 189; 14: 4297; -14: 171; 15: 5501; -15: 208; 16: 7771; -16: 217; 17: 12230; -17: 165; 18: 8893; -18: 147; 19: 8626; -19: 167; 20: 9943; -20: 131; 21: 8650; -21: 100; 22: 6113; -22: 75; 23: 4702; -23: 59; 24: 3735; -24: 50; 25: 2809; -25: 37; 26: 1800; -26: 13; 27: 1199; -27: 21; 28: 807; -28: 11; 29: 475; -29: 8; 30: 333; -30: 8; 31: 169; -31: 4; 32: 115; -32: 2; 33: 62; -33: 3; 34: 31; -34: 1; 35: 10; -35: 1; 36: 11; 37: 6; -37: 1; 38: 2; 39: 3; 40: 2; 41: 4; 43: 1}
2025-01,46456113101,{-1: 2; -2: 20; -3: 16; -4: 13; 5: 3; -5: 21; 6: 7; -6: 19; 7: 21; -7: 30; 8: 46; -8: 28; 9: 117; -9: 37; 10: 231; -10: 51; 11: 422; -11: 53; 12: 632; -12: 41; 13: 979; -13: 61; 14: 1466; -14: 55; 15: 2066; -15: 89; 16: 3237; -16: 77; 17: 5503; -17: 68; 18: 5176; -18: 60; 19: 5882; -19: 97; 20: 8410; -20: 76; 21: 9222; -21: 81; 22: 8026; -22: 67; 23: 7396; -23: 95; 24: 7170; -24: 49; 25: 6404; -25: 64; 26: 5516; -26: 37; 27: 4560; -27: 55; 28: 3846; -28: 26; 29: 3004; -29: 25; 30: 2393; -30: 20; 31: 1792; -31: 22; 32: 1411; -32: 15; 33: 943; -33: 16; 34: 699; -34: 13; 35: 529; -35: 9; 36: 400; -36: 4; 37: 272; -37: 5; 38: 210; -38: 6; 39: 134; 40: 94; -40: 4; 41: 75; 42: 58; -42: 3; 43: 37; -43: 2; 44: 24; -44: 1; 45: 20; -45: 1; 46: 9; 47: 9; 48: 4; -48: 2; 49: 2; 50: 1; 51: 2; 52: 2; 53: 1; 66: 1},{-1: 7; -2: 37; -3: 24; -4: 19; 5: 3; -5: 40; 6: 7; -6: 53; 7: 36; -7: 65; 8: 76; -8: 47; 9: 235; -9: 65; 10: 408; -10: 73; 11: 759; -11: 78; 12: 1202; -12: 105; 13: 1767; -13: 96; 14: 2634; -14: 99; 15: 3477; -15: 147; 16: 5156; -16: 112; 17: 9423; -17: 123; 18: 7549; -18: 119; 19: 8196; -19: 112; 20: 10061; -20: 115; 21: 10090; -21: 120; 22: 7836; -22: 72; 23: 6706; -23: 71; 24: 5588; -24: 49; 25: 4715; -25: 56; 26: 3505; -26: 23; 27: 2616; -27: 36; 28: 1906; -28: 18; 29: 1329; -29: 16; 30: 917; -30: 5; 31: 633; -31: 6; 32: 413; -32: 3; 33: 272; -33: 2; 34: 166; -34: 5; 35: 113; 36: 63; -36: 2; 37: 43; 38: 28; -38: 1; 39: 18; -39: 2; 40: 13; 41: 8; 42: 4; -42: 1; 43: 1; 44: 2; 45: 2},{-1: 3; -2: 67; -3: 44; -4: 43; 5: 4; -5: 67; 6: 18; -6: 109; 7: 60; -7: 87; 8: 193; -8: 82; 9: 468; -9: 111; 10: 910; -10: 143; 11: 1416; -11: 148; 12: 2254; -12: 152; 13: 3132; -13: 183; 14: 4304; -14: 217; 15: 5388; -15: 244; 16: 7837; -16: 197; 17: 12153; -17: 188; 18: 8759; -18: 192; 19: 8614; -19: 147; 20: 10246; -20: 162; 21: 8831; -21: 104; 22: 6185; -22: 67; 23: 4767; -23: 50; 24: 3654; -24: 33; 25: 2744; -25: 32; 26: 1821; -26: 18; 27: 1172; -27: 19; 28: 874; -28: 6; 29: 531; -29: 8; 30: 314; -30: 3; 31: 176; -31: 3; 32: 101; -32: 2; 33: 64; -33: 3; 34: 37; -34: 3; 35: 19; -35: 1; 36: 6; -36: 1; 37: 1; 38: 5; 39: 1; 41: 1; 47: 1}
